"row_id","cc_number","crime_date","description","inside_outside","weapon","shooting","post","gender","age","race","ethnicity","location","old_district","new_district","neighborhood","latitude","longitude","premise_type","total_incidents","display_time"
113449,"250909828",2025-09-29,"VANDALISM","O",NA,NA,"323","F",27,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 N CHESTER ST","N/A","EASTERN","BROADWAY EAST",39.306052,-76.588511,"STREET",1,"12:00 AM"
113450,"250909468",2025-09-28,"VANDALISM","I",NA,NA,"825",NA,NA,NA,NA,"2300 FREDERICK AVE","N/A","SOUTHWEST","MILLHILL",39.283832,-76.654739,"OFFICE BUILDING",1,"05:32 AM"
113451,"250909478",2025-09-28,"VANDALISM","I",NA,NA,"315","F",34,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 CHILTON ST","N/A","EASTERN","COLDSTREAM HOMESTEAD MONTEBELLO",39.3277,-76.591784,"OTHER/RESIDENTIAL",1,"06:20 AM"
113452,"250909479",2025-09-28,"VANDALISM","I","KNIFE_CUTTING_INSTRUMENT",NA,"524","F",31,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","600 WINSTON AVE","N/A","NORTHERN","WINSTON-GOVANS",39.350214,-76.607404,"OTHER/RESIDENTIAL",1,"06:00 AM"
113453,"250909480",2025-09-28,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"815","F",23,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4800 WILLISTON ST","N/A","SOUTHWEST","BEECHFIELD",39.275479,-76.696593,"STREET",1,"06:30 AM"
113454,"251007513",2025-10-22,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"421","F",38,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 ARGONNE DR","N/A","NORTHEAST","MONTEBELLO",39.33821,-76.579744,"UNKNOWN",1,"11:30 PM"
113455,"251007513",2025-10-22,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"421","F",3,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 ARGONNE DR","N/A","NORTHEAST","MONTEBELLO",39.33821,-76.579744,"UNKNOWN",1,"11:30 PM"
113456,"251007414",2025-10-22,"VANDALISM","I",NA,NA,"716","F",27,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1500 EUTAW PL","N/A","WESTERN","BOLTON HILL",39.305785,-76.627883,"OTHER/RESIDENTIAL",1,"04:50 PM"
113457,"251007327",2025-10-22,"ROBBERY","I","PERSONAL_WEAPONS",NA,"315","M",16,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 MONTPELIER ST","N/A","EASTERN","COLDSTREAM HOMESTEAD MONTEBELLO",39.319954,-76.595121,"SCHOOL",1,"01:20 PM"
113458,"251007513",2025-10-22,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"421","F",35,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 ARGONNE DR","N/A","NORTHEAST","MONTEBELLO",39.33821,-76.579744,"UNKNOWN",1,"11:30 PM"
113459,"251008099",2025-10-22,"SHOPLIFTING","I",NA,NA,"121",NA,NA,NA,NA,"600 E PRATT ST","N/A","CENTRAL","INNER HARBOR",39.286933,-76.607299,"WHOLESALEDISC. STOR",1,"08:01 PM"
113460,"251008195",2025-10-22,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"411","M",15,"WHITE","NOT_HISPANIC_OR_LATINO","800 ARGONNE DR","N/A","NORTHEAST","EDNOR GARDENS-LAKESIDE",39.337165,-76.603222,"SCHOOL",1,"04:00 PM"
113461,"251008201",2025-10-22,"VANDALISM","I",NA,NA,"525",NA,NA,NA,NA,"4300 YORK RD","N/A","NORTHERN","WILSON PARK",39.341973,-76.60931,"UNKNOWN",1,"03:00 PM"
113462,"251008376",2025-10-22,"BURGLARY","I",NA,NA,"913","U",50,"WHITE","HISPANIC_OR_LATINO","1400 FILBERT ST","N/A","SOUTHERN","CURTIS BAY",39.225005,-76.590142,"OTHER/RESIDENTIAL",1,"08:00 PM"
113463,"251010095",2025-10-22,"SEX OFFENSES","I",NA,NA,"726","M",14,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","2000 N WARWICK AVE","N/A","WESTERN","MONDAWMIN",39.310907,-76.656867,"SCHOOL",1,"02:08 PM"
113464,"251010156",2025-10-22,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","I",NA,NA,"224","M",38,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","600 N MONTFORD AVE","N/A","SOUTHEAST","MCELDERRY PARK",39.298308,-76.5835,"OTHER/RESIDENTIAL",1,"10:00 PM"
113465,"251035728",2025-10-22,"LARCENY FROM AUTO","O",NA,NA,"528","F",27,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2700 SAINT PAUL ST","N/A","NORTHERN","CHARLES VILLAGE",39.321872,-76.615339,"STREET",1,"07:15 AM"
113466,"251202872",2025-12-10,"ROBBERY","O","FIREARM",NA,"227","M",20,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3100 PULASKI HWY","N/A","SOUTHEAST","ELLWOOD PARK/MONUMENT",39.295665,-76.573497,"GAS STATION",1,"03:43 AM"
113467,"251202716",2025-12-09,"AUTO THEFT","O",NA,NA,"515","M",43,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4900 SPRINGARDEN DR","N/A","NORTHERN","COLDSPRING",39.349147,-76.656242,"STREET",1,"06:31 PM"
113468,"251202716",2025-12-09,"VANDALISM","O",NA,NA,"515","M",43,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4900 SPRINGARDEN DR","N/A","NORTHERN","COLDSPRING",39.349147,-76.656242,"STREET",1,"06:31 PM"
113469,"251202557",2025-12-09,"LARCENY","I",NA,NA,"121","F",21,"WHITE","UNKNOWN","100 E LOMBARD ST","N/A","CENTRAL","DOWNTOWN",39.287975,-76.612389,"HOTEL/MOTEL",1,"05:20 AM"
113470,"251202971",2025-12-10,"LARCENY FROM AUTO","O",NA,NA,"924","F",32,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 LETITIA AVE","N/A","SOUTHERN","MORRELL PARK",39.264768,-76.657653,"STREET",1,"02:30 AM"
113471,"251202978",2025-12-09,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"628","F",16,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","6900 PARK HEIGHTS AVE","N/A","NORTHWEST","FALLSTAFF",39.364379,-76.704244,"SCHOOL",1,"10:00 PM"
113472,"251202986",2025-12-10,"VANDALISM","O",NA,NA,"716","M",34,NA,"UNKNOWN","300 W LANVALE ST","N/A","WESTERN","BOLTON HILL",39.304126,-76.625655,"STREET",1,"04:00 AM"
113473,"251202998",2025-12-10,"VANDALISM","O",NA,NA,"815","F",28,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","700 S WOODINGTON RD","N/A","SOUTHWEST","YALE HEIGHTS",39.275112,-76.690051,"STREET",1,"02:00 AM"
113474,"251202719",2025-12-09,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"813","F",44,"WHITE","NOT_HISPANIC_OR_LATINO","100 N ROCK GLEN RD","N/A","SOUTHWEST","TEN HILLS",39.284793,-76.70129,"OTHER/RESIDENTIAL",1,"07:00 PM"
113475,"251202721",2025-12-09,"FRAUD","O",NA,NA,"425","F",62,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4100 KINSWAY","N/A","NORTHEAST","HAMILTON",39.344856,-76.543787,"STREET",1,"04:47 PM"
113476,"251202721",2025-12-09,"STOLEN PROPERTY","O",NA,NA,"425","F",62,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4100 KINSWAY","N/A","NORTHEAST","HAMILTON",39.344856,-76.543787,"STREET",1,"04:47 PM"
113477,"251202719",2025-12-09,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"813","M",57,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","100 N ROCK GLEN RD","N/A","SOUTHWEST","TEN HILLS",39.284793,-76.70129,"OTHER/RESIDENTIAL",1,"07:00 PM"
113478,"251108679",2025-11-27,"BURGLARY","I",NA,NA,"116",NA,NA,NA,NA,"800 CATHEDRAL ST","N/A","CENTRAL","MOUNT VERNON",39.299298,-76.617309,"OFFICE BUILDING",1,"08:26 AM"
113479,"251108680",2025-11-27,"LARCENY","I",NA,NA,"913","M",30,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","1300 PONTIAC AVE","N/A","SOUTHERN","CURTIS BAY",39.23178,-76.592829,"OTHER/RESIDENTIAL",1,"11:00 AM"
113480,"251108703",2025-11-27,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"725","F",21,NA,"UNKNOWN","1900 HARLEM AVE","N/A","WESTERN","MIDTOWN-EDMONDSON",39.296503,-76.64845,"OTHER/RESIDENTIAL",1,"04:30 PM"
113481,"251108704",2025-11-27,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"927","M",21,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1000 S CHARLES ST","N/A","SOUTHERN","FEDERAL HILL",39.277289,-76.61459,"TAVERN/NIGHT CLUB",1,"05:00 AM"
113482,"251108686",2025-11-27,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"124","M",NA,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","900 VALLEY ST","N/A","CENTRAL","OLDTOWN",39.300274,-76.604621,"OTHER/RESIDENTIAL",1,"02:50 PM"
113483,"251108685",2025-11-27,"AGG. ASSAULT","O","PERSONAL_WEAPONS",NA,"917","F",60,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","600 CHERRY HILL RD","N/A","SOUTHERN","CHERRY HILL",39.250387,-76.623464,"SHED/GARAGE",1,"02:30 PM"
113484,"251108680",2025-11-27,"AUTO THEFT","I",NA,NA,"913","M",30,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","1300 PONTIAC AVE","N/A","SOUTHERN","CURTIS BAY",39.23178,-76.592829,"OTHER/RESIDENTIAL",1,"11:00 AM"
113485,"251108778",2025-11-27,"LARCENY","I",NA,NA,"711","F",65,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1600 N CALHOUN ST","N/A","WESTERN","SANDTOWN-WINCHESTER",39.30711,-76.642692,"OTHER/RESIDENTIAL",1,"11:35 PM"
113486,"251107641",2025-11-24,"AUTO THEFT","O",NA,NA,"126",NA,NA,NA,NA,"1400 CLAREMONT ST","N/A","CENTRAL","PERKINS",39.288123,-76.597731,"STREET",1,"05:54 AM"
113487,"251200544",2025-11-27,"LARCENY","I",NA,NA,"918","M",38,"WHITE","NOT_HISPANIC_OR_LATINO","2600 W PATAPSCO AVE","N/A","SOUTHERN","LAKELAND",39.253057,-76.652286,"OTHER/RESIDENTIAL",1,"11:00 PM"
113488,"251200544",2025-11-27,"LARCENY","I",NA,NA,"918","F",46,"WHITE","NOT_HISPANIC_OR_LATINO","2600 W PATAPSCO AVE","N/A","SOUTHERN","LAKELAND",39.253057,-76.652286,"OTHER/RESIDENTIAL",1,"11:00 PM"
113489,"251201199",2025-11-27,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","I",NA,NA,"624","M",54,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","5100 NELSON AVE","N/A","NORTHWEST","LANGSTON HUGHES",39.344036,-76.68114,"OTHER/RESIDENTIAL",1,"08:00 PM"
113490,"251201638",2025-12-05,"LARCENY","I",NA,NA,"621","M",45,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4100 GROVELAND AVE","N/A","NORTHWEST","WEST ARLINGTON",39.341009,-76.688303,"OTHER/RESIDENTIAL",1,"09:00 PM"
113491,"251201372",2025-12-05,"ROBBERY","O","KNIFE_CUTTING_INSTRUMENT",NA,"916","M",22,"WHITE","UNKNOWN","800 E PATAPSCO AVE","N/A","SOUTHERN","BROOKLYN",39.234825,-76.598264,"STREET",1,"08:00 AM"
113492,"251201374",2025-12-05,"AUTO THEFT","O",NA,NA,"414","M",39,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","5800 GLENKIRK CT","N/A","NORTHEAST","RAMBLEWOOD",39.362433,-76.589833,"STREET",1,"09:20 AM"
113493,"251205893",2025-12-19,"VANDALISM","I",NA,NA,"421","F",57,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4700 HARFORD RD","N/A","NORTHEAST","LAURAVILLE",39.343476,-76.568749,"DRUG STORE / MED  BLDG",1,"09:48 PM"
113494,"251205894",2025-12-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"711","F",17,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 N CAREY ST","N/A","WESTERN","SANDTOWN-WINCHESTER",39.303872,-76.638783,"OTHER/RESIDENTIAL",1,"06:00 PM"
113495,"251205894",2025-12-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"711","F",39,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 N CAREY ST","N/A","WESTERN","SANDTOWN-WINCHESTER",39.303872,-76.638783,"OTHER/RESIDENTIAL",1,"06:00 PM"
113496,"251205714",2025-12-19,"ROBBERY","I","FIREARM",NA,"921","M",34,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 WASHINGTON BLVD","N/A","SOUTHERN","CARROLL - CAMDEN INDUSTRIAL AREA",39.275562,-76.641293,"RESTAURANT",1,"07:10 AM"
113497,"251205714",2025-12-19,"ROBBERY","I","FIREARM",NA,"921","M",24,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 WASHINGTON BLVD","N/A","SOUTHERN","CARROLL - CAMDEN INDUSTRIAL AREA",39.275562,-76.641293,"RESTAURANT",1,"07:10 AM"
113498,"251205714",2025-12-19,"ROBBERY","I","FIREARM",NA,"921","F",20,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1700 WASHINGTON BLVD","N/A","SOUTHERN","CARROLL - CAMDEN INDUSTRIAL AREA",39.275562,-76.641293,"RESTAURANT",1,"07:10 AM"
113499,"251205716",2025-12-19,"ROBBERY","O","KNIFE_CUTTING_INSTRUMENT",NA,"214","M",39,"WHITE","UNKNOWN","3400 PULASKI HWY","N/A","SOUTHEAST","ELLWOOD PARK/MONUMENT",39.296224,-76.569407,"SHED/GARAGE",1,"05:45 AM"
113500,"251206142",2025-12-20,"LARCENY","I",NA,NA,"114","F",30,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","500 ST PAUL PLACE","N/A","CENTRAL","MOUNT VERNON",39.295229,-76.614107,"OTHER/RESIDENTIAL",1,"01:27 AM"
113501,"251006124",2025-10-18,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"311","F",62,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","100 W NORTH AVE","N/A","EASTERN","CHARLES NORTH",39.311281,-76.618464,"OTHER/RESIDENTIAL",1,"07:00 PM"
113502,"251006127",2025-10-18,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"615","F",50,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2900 BRIGHTON ST","N/A","NORTHWEST","NORTHWEST COMMUNITY ACTION",39.30543,-76.666063,"STREET",1,"08:15 PM"
113503,"251006134",2025-10-18,"AGG. ASSAULT","O","FIREARM","Y","722","M",33,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 MOSHER ST","N/A","WESTERN","BRIDGEVIEW/GREENLAWN",39.299719,-76.65401,"STREET",1,"10:53 PM"
113504,"251006281",2025-10-19,"LARCENY FROM AUTO","O",NA,NA,"713","M",33,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","400 MOSHER ST","N/A","WESTERN","UPTON",39.30368,-76.630097,"STREET",1,"02:00 AM"
113505,"251006283",2025-10-19,"VANDALISM","O",NA,NA,"715","F",33,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1400 EDMONDSON AVE","N/A","WESTERN","HARLEM PARK",39.295448,-76.639991,"STREET",1,"01:05 AM"
113506,"251006291",2025-10-18,"VANDALISM","I",NA,NA,"223","M",50,"WHITE","NOT_HISPANIC_OR_LATINO","100 S PATTERSON PARK AVE","N/A","SOUTHEAST","BUTCHERS HILL",39.290198,-76.584771,"OTHER/RESIDENTIAL",1,"09:00 PM"
113507,"251006297",2025-10-18,"BURGLARY","I",NA,NA,"525","F",35,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4700 WRENWOOD AVE","N/A","NORTHERN","WILSON PARK",39.344386,-76.606408,"OTHER/RESIDENTIAL",1,"10:00 AM"
113508,"251006311",2025-10-18,"LARCENY","I",NA,NA,"815","F",31,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","5900 YALE AVE","N/A","SOUTHWEST","YALE HEIGHTS",39.27594,-76.687644,"OTHER/RESIDENTIAL",1,"09:00 PM"
113509,"251006175",2025-10-19,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"111","F",NA,NA,"HISPANIC_OR_LATINO","100 LIGHT ST","N/A","CENTRAL","DOWNTOWN WEST",39.287188,-76.614293,"STREET",1,"02:00 AM"
113510,"251006175",2025-10-19,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"111","M",NA,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","100 LIGHT ST","N/A","CENTRAL","DOWNTOWN WEST",39.287188,-76.614293,"STREET",1,"02:00 AM"
113511,"251006137",2025-10-18,"VANDALISM","I",NA,NA,"422",NA,NA,NA,NA,"5500 BELAIR RD","N/A","NORTHEAST","WALTHERSON",39.34052,-76.548531,"RESTAURANT",1,"11:45 PM"
113512,"251006139",2025-10-18,"COMMON ASSAULT","I","OTHER",NA,"412","M",NA,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1500 HAVENWOOD RD","N/A","NORTHEAST","HILLEN",39.340529,-76.590331,"SHOPPING MALLS/CNTR",1,"10:44 PM"
113513,"260104394",2026-01-15,"LARCENY","O",NA,NA,"224","M",29,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2500 E FAYETTE ST","N/A","SOUTHEAST","PATTERSON PARK NEIGHBORHOOD",39.294409,-76.580715,"STREET",1,"10:30 AM"
113514,"251102086",2025-11-07,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"316","M",54,NA,"NOT_HISPANIC_OR_LATINO","1100 E NORTH AVE","N/A","EASTERN","EAST BALTIMORE MIDWAY",39.312011,-76.603071,"GROCERY/CONFECTION",1,"04:40 AM"
113515,"251102086",2025-11-07,"SHOPLIFTING","I","PERSONAL_WEAPONS",NA,"316",NA,NA,NA,NA,"1100 E NORTH AVE","N/A","EASTERN","EAST BALTIMORE MIDWAY",39.312011,-76.603071,"GROCERY/CONFECTION",1,"04:40 AM"
113516,"251102113",2025-11-06,"AUTO THEFT","O",NA,NA,"928","F",37,"WHITE","UNKNOWN","1300 E FORT AVE","N/A","SOUTHERN","LOCUST POINT",39.269829,-76.595954,"SHED/GARAGE",1,"11:30 PM"
113517,"251102131",2025-11-07,"LARCENY FROM AUTO","O",NA,NA,"323",NA,NA,NA,NA,"1800 N MILTON AVE","N/A","EASTERN","BROADWAY EAST",39.311439,-76.583304,"STREET",1,"02:30 AM"
113518,"251102524",2025-11-06,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","O",NA,NA,"818","F",61,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 HOLLINS ST","N/A","SOUTHWEST","SHIPLEY HILL",39.286656,-76.65427,"STREET",1,"11:15 AM"
113519,"251102646",2025-11-06,"BURGLARY","I",NA,NA,"527","F",33,"WHITE","UNKNOWN","3200 ABELL AVE","N/A","NORTHERN","ABELL",39.327551,-76.612353,"OTHER/RESIDENTIAL",1,"02:30 PM"
113520,"251102667",2025-11-06,"LARCENY","I",NA,NA,"624","F",27,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","3900 DOLFIELD AVE","N/A","NORTHWEST","DOLFIELD",39.339324,-76.682154,"OTHER/RESIDENTIAL",1,"04:00 PM"
113521,"251102071",2025-11-07,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"427","F",32,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","5500 BOWLEYS LN","N/A","NORTHEAST","FRANKFORD",39.319205,-76.551483,"OTHER/RESIDENTIAL",1,"02:30 AM"
113522,"251102072",2025-11-07,"VANDALISM","O",NA,NA,"526","M",38,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","700 MCKEWIN AVE","N/A","NORTHERN","WAVERLY",39.332907,-76.604787,"STREET",1,"02:58 AM"
113523,"251102075",2025-11-06,"VANDALISM","I",NA,NA,"411","M",72,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1000 E 33RD ST","N/A","NORTHEAST","EDNOR GARDENS-LAKESIDE",39.330905,-76.599558,"OTHER/RESIDENTIAL",1,"09:00 PM"
113524,"251102082",2025-11-07,"AUTO THEFT","I",NA,NA,"526","F",35,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","600 E 35TH ST","N/A","NORTHERN","WAVERLY",39.330933,-76.607127,"OTHER/RESIDENTIAL",1,"01:30 AM"
113525,"251007632",2025-10-22,"FRAUD","I",NA,NA,"126","F",23,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","200 S CAROLINE ST","N/A","CENTRAL","PERKINS",39.288886,-76.597068,"OTHER/RESIDENTIAL",1,"05:00 AM"
113526,"251007634",2025-10-22,"LARCENY","I",NA,NA,"525","M",21,"ASIAN","NOT_HISPANIC_OR_LATINO","100 W UNIVERSITY PKWY","N/A","NORTHERN","TUSCANY-CANTERBURY",39.33532,-76.621703,"OTHER/RESIDENTIAL",1,"07:40 AM"
113527,"251007417",2025-10-22,"LARCENY","I",NA,NA,"922","F",42,NA,"UNKNOWN","1100 W HAMBURG ST","N/A","SOUTHERN","WASHINGTON VILLAGE/PIGTOWN",39.27975,-76.630821,"OTHER/RESIDENTIAL",1,"04:07 PM"
113528,"251007635",2025-10-22,"VANDALISM","O",NA,NA,"525",NA,NA,NA,NA,"4600 YORK RD","N/A","NORTHERN","WILSON PARK",39.344771,-76.609282,"SHED/GARAGE",1,"10:00 PM"
113529,"251007641",2025-10-23,"VANDALISM","O",NA,NA,"923",NA,NA,NA,NA,"2900 WATERVIEW AVE","N/A","SOUTHERN","CHERRY HILL",39.257437,-76.633565,"SHED/GARAGE",1,"12:00 AM"
113530,"251007654",2025-10-22,"AUTO THEFT","O",NA,NA,"426","F",59,"WHITE","UNKNOWN","5000 GOODNOW RD","N/A","NORTHEAST","FRANKFORD",39.325966,-76.546099,"STREET",1,"09:00 PM"
113531,"251007654",2025-10-22,"VANDALISM","O",NA,NA,"426","F",59,"WHITE","UNKNOWN","5000 GOODNOW RD","N/A","NORTHEAST","FRANKFORD",39.325966,-76.546099,"STREET",1,"09:00 PM"
113532,"251007663",2025-10-22,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","O",NA,NA,"114","F",22,"ASIAN","NOT_HISPANIC_OR_LATINO","200 N CALVERT ST","N/A","CENTRAL","DOWNTOWN",39.29196,-76.612402,"SHED/GARAGE",1,"07:25 PM"
113533,"251007532",2025-10-23,"AGG. ASSAULT","I","KNIFE_CUTTING_INSTRUMENT",NA,"915","F",36,"WHITE","UNKNOWN","9 WASHBURN AVE","N/A","SOUTHERN","BROOKLYN",39.236722,-76.611437,"OTHER/RESIDENTIAL",1,"01:00 AM"
113534,"251007541",2025-10-23,"VANDALISM","I",NA,NA,"321",NA,NA,NA,NA,"3200 BELAIR RD","N/A","EASTERN","BELAIR-EDISON",39.321052,-76.573992,"CONVENIENCE STORE",1,"03:07 AM"
113535,"251007545",2025-10-23,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"712","F",22,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2000 DIVISION ST","N/A","WESTERN","DRUID HEIGHTS",39.307484,-76.637166,"OTHER/RESIDENTIAL",1,"02:00 AM"
113536,"251007546",2025-10-23,"INTIMIDATION","I",NA,NA,"528","M",29,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2700 REESE ST","N/A","NORTHERN","BETTER WAVERLY",39.321877,-76.606373,"OTHER/RESIDENTIAL",1,"01:30 AM"
113537,"251007335",2025-10-22,"VANDALISM","I",NA,NA,"114",NA,NA,NA,NA,"400 SAINT PAUL PL","N/A","CENTRAL","DOWNTOWN",39.294789,-76.613516,"OTHER/RESIDENTIAL",1,"04:00 PM"
113538,"250909487",2025-09-28,"LARCENY","I",NA,NA,"922","F",59,"WHITE","UNKNOWN","900 WASHINGTON BLVD","N/A","SOUTHERN","WASHINGTON VILLAGE/PIGTOWN",39.282745,-76.631756,"UNKNOWN",1,"06:45 AM"
113539,"250909492",2025-09-28,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"817","F",53,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","100 N HILTON ST","N/A","SOUTHWEST","SAINT JOSEPHS",39.28706,-76.672644,"STREET",1,"07:00 AM"
113540,"250909492",2025-09-28,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"817","F",55,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","100 N HILTON ST","N/A","SOUTHWEST","SAINT JOSEPHS",39.28706,-76.672644,"STREET",1,"07:00 AM"
113541,"250909494",2025-09-28,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"511","M",65,"WHITE","UNKNOWN","800 BERRY ST","N/A","NORTHERN","HAMPDEN",39.331695,-76.630072,"OTHER/RESIDENTIAL",1,"07:00 AM"
113542,"250909763",2025-09-29,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"327","F",35,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4100 SINCLAIR LN","N/A","EASTERN","BELAIR-EDISON",39.316616,-76.557125,"STREET",1,"03:55 AM"
113543,"250909766",2025-09-29,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"414","F",32,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","6200 LOCH RAVEN BLVD","N/A","NORTHEAST","LOCH RAVEN",39.36937,-76.58257,"OTHER/RESIDENTIAL",1,"03:59 AM"
113544,"250909607",2025-09-28,"AGG. ASSAULT","O","OTHER",NA,"613","F",32,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","3300 PIEDMONT AVE","N/A","NORTHWEST","HANLON-LONGWOOD",39.316114,-76.673968,"STREET",1,"05:22 PM"
